                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.1205,                 1.2136,                  1.002,                 0.3073,                0.35361,                0.27714,                 0.1784,                 1.5057,                0.92136,                0.91502,               0.004984,               0.004984,               0.004984
                    155,                 1.1313,                 1.2072,                 1.0054,                0.29814,                0.35371,                0.27752,                0.17886,                  1.505,                0.92116,                0.91476,               0.004951,               0.004951,               0.004951
                    156,                 1.1272,                  1.206,                 1.0008,                0.30686,                0.35361,                0.27745,                0.17865,                  1.504,                0.92086,                0.91465,               0.004918,               0.004918,               0.004918
                    157,                 1.1223,                 1.2044,                 1.0017,                0.29999,                0.35371,                0.27779,                0.17893,                 1.5046,                0.92158,                0.91436,               0.004885,               0.004885,               0.004885
                    158,                 1.1224,                 1.2038,                  1.003,                0.29196,                 0.3538,                0.27784,                 0.1784,                 1.5042,                0.92084,                0.91422,               0.004852,               0.004852,               0.004852
                    159,                  1.127,                 1.2018,                 1.0034,                0.28181,                0.35361,                0.27788,                0.17851,                 1.5035,                0.92025,                0.91383,               0.004819,               0.004819,               0.004819
                    160,                 1.1251,                 1.2058,                 1.0025,                0.28176,                 0.3538,                 0.2783,                  0.179,                 1.5031,                0.91985,                0.91348,               0.004786,               0.004786,               0.004786
                    161,                 1.1187,                 1.1945,                 1.0025,                0.27089,                 0.3538,                0.27826,                0.17883,                  1.502,                 0.9194,                0.91323,               0.004753,               0.004753,               0.004753
                    162,                 1.1249,                 1.1967,                 1.0016,                0.26814,                 0.3539,                0.27848,                0.17886,                 1.5026,                0.91822,                0.91317,                0.00472,                0.00472,                0.00472
                    163,                 1.1144,                 1.1897,                 1.0001,                0.26743,                0.35371,                 0.2785,                0.17922,                 1.5013,                0.91789,                0.91274,               0.004687,               0.004687,               0.004687
                    164,                 1.1151,                 1.1923,                 1.0013,                 0.2686,                 0.3538,                0.27867,                 0.1793,                 1.5003,                0.91716,                0.91235,               0.004654,               0.004654,               0.004654
                    165,                 1.1123,                 1.2056,                 1.0002,                0.26931,                0.35371,                0.27867,                0.17964,                 1.5004,                0.91721,                0.91236,               0.004621,               0.004621,               0.004621
                    166,                 1.1243,                 1.2001,                 1.0025,                0.27151,                 0.3538,                0.27901,                0.18221,                 1.5002,                0.91645,                0.91216,               0.004588,               0.004588,               0.004588
                    167,                 1.1122,                 1.1963,                 1.0032,                0.26985,                0.35386,                0.28008,                0.18322,                 1.4998,                0.91606,                0.91207,               0.004555,               0.004555,               0.004555
                    168,                  1.111,                 1.1933,                 1.0014,                0.27513,                0.35371,                0.28053,                0.18318,                 1.4995,                0.91559,                0.91181,               0.004522,               0.004522,               0.004522
                    169,                 1.1162,                 1.1901,                 1.0022,                0.27131,                0.35485,                0.28051,                0.18307,                 1.4993,                0.91514,                0.91183,               0.004489,               0.004489,               0.004489
                    170,                 1.1165,                 1.1849,                 1.0027,                0.27112,                0.35581,                0.28071,                0.18328,                    1.5,                0.91539,                0.91171,               0.004456,               0.004456,               0.004456
                    171,                 1.1237,                 1.2006,                 1.0047,                0.26848,                 0.3559,                0.28096,                 0.1833,                 1.5002,                0.91487,                0.91171,               0.004423,               0.004423,               0.004423
                    172,                 1.1205,                 1.1923,                 1.0045,                0.26714,                0.35581,                0.28076,                0.18322,                 1.4994,                0.91414,                0.91145,                0.00439,                0.00439,                0.00439
                    173,                 1.1181,                 1.1834,                0.99891,                0.25876,                 0.3559,                0.28091,                0.18347,                 1.4986,                0.91376,                0.91129,               0.004357,               0.004357,               0.004357
                    174,                  1.118,                  1.187,                 1.0028,                0.26037,                 0.3559,                0.28104,                0.18362,                 1.4991,                0.91357,                0.91114,               0.004324,               0.004324,               0.004324
                    175,                 1.1184,                 1.1903,                 1.0003,                0.25744,                0.35649,                0.28122,                0.18393,                 1.4989,                0.91373,                  0.911,               0.004291,               0.004291,               0.004291
                    176,                 1.1099,                 1.1901,                 1.0005,                0.25815,                0.35646,                0.28166,                0.18399,                 1.4977,                0.91353,                0.91096,               0.004258,               0.004258,               0.004258
                    177,                 1.1131,                 1.1828,                0.99768,                 0.2567,                0.35594,                0.28108,                0.18397,                 1.4984,                0.91387,                0.91075,               0.004225,               0.004225,               0.004225
                    178,                 1.1092,                 1.1884,                0.99678,                 0.2576,                0.35613,                0.28174,                0.18435,                 1.4978,                0.91306,                0.91071,               0.004192,               0.004192,               0.004192
                    179,                 1.1212,                 1.1848,                 1.0012,                 0.2584,                0.36135,                0.28199,                0.18467,                 1.4969,                0.91285,                0.91049,               0.004159,               0.004159,               0.004159
                    180,                 1.1198,                 1.1919,                 1.0029,                0.25796,                0.36154,                0.28201,                0.18461,                 1.4969,                 0.9133,                0.91049,               0.004126,               0.004126,               0.004126
                    181,                 1.1116,                 1.1735,                 1.0034,                0.25832,                 0.3612,                0.28266,                0.18504,                 1.4968,                0.91356,                0.91024,               0.004093,               0.004093,               0.004093
                    182,                 1.1185,                 1.1831,                 1.0036,                0.25548,                0.36121,                0.28274,                 0.1852,                 1.4953,                0.91336,                0.90994,                0.00406,                0.00406,                0.00406
                    183,                 1.1209,                  1.185,                 1.0021,                0.25535,                0.36099,                0.28276,                0.18291,                 1.4956,                0.91302,                0.90984,               0.004027,               0.004027,               0.004027
                    184,                 1.1159,                 1.1699,                 1.0005,                0.25566,                0.36085,                0.28314,                0.18338,                 1.4946,                 0.9126,                0.90979,               0.003994,               0.003994,               0.003994
                    185,                 1.1154,                 1.1764,                0.99655,                 0.2566,                0.36095,                 0.2477,                0.15747,                 1.4941,                 0.9127,                0.90967,               0.003961,               0.003961,               0.003961
                    186,                 1.1159,                 1.1879,                0.99816,                0.25692,                0.36095,                0.24814,                0.15768,                 1.4942,                0.91234,                0.90939,               0.003928,               0.003928,               0.003928
                    187,                 1.1115,                 1.1756,                 1.0033,                0.25582,                0.36095,                0.24828,                0.15785,                 1.4943,                0.91261,                0.90937,               0.003895,               0.003895,               0.003895
                    188,                 1.1132,                 1.1785,                 1.0011,                0.25597,                0.36105,                0.24842,                0.15783,                 1.4939,                0.91179,                0.90937,               0.003862,               0.003862,               0.003862
                    189,                 1.1079,                 1.1668,                  0.998,                0.25726,                0.36105,                0.24854,                0.15761,                 1.4938,                 0.9111,                0.90925,               0.003829,               0.003829,               0.003829
                    190,                 1.1156,                 1.1689,                0.99851,                0.25718,                0.36114,                0.24873,                0.15539,                 1.4934,                0.91059,                0.90906,               0.003796,               0.003796,               0.003796
                    191,                 1.1049,                 1.1743,                0.99959,                0.25746,                0.36095,                0.24866,                0.15783,                 1.4937,                0.91056,                0.90908,               0.003763,               0.003763,               0.003763
                    192,                 1.1116,                 1.1768,                0.99733,                0.25801,                0.36105,                0.24913,                0.15816,                 1.4933,                0.90964,                  0.909,                0.00373,                0.00373,                0.00373
                    193,                 1.1058,                 1.1674,                0.99836,                0.25821,                0.36085,                0.24888,                0.15822,                 1.4931,                 0.9092,                0.90887,               0.003697,               0.003697,               0.003697
                    194,                 1.1045,                 1.1659,                0.99908,                0.25807,                0.36105,                0.24907,                0.15836,                  1.492,                0.90815,                0.90875,               0.003664,               0.003664,               0.003664
                    195,                 1.1159,                 1.1773,                0.99868,                0.25782,                0.36114,                0.24926,                0.15593,                 1.4921,                0.90828,                0.90862,               0.003631,               0.003631,               0.003631
                    196,                 1.1039,                  1.163,                0.99596,                0.25791,                0.36105,                0.24928,                0.15824,                 1.4918,                0.90777,                0.90852,               0.003598,               0.003598,               0.003598
                    197,                 1.1135,                 1.1665,                 1.0021,                0.25678,                0.36095,                0.24912,                 0.1561,                 1.4911,                0.90751,                0.90852,               0.003565,               0.003565,               0.003565
                    198,                 1.1006,                 1.1689,                0.99637,                0.25956,                0.36114,                0.24959,                0.15618,                 1.4909,                 0.9069,                0.90844,               0.003532,               0.003532,               0.003532
                    199,                 1.1003,                 1.1695,                0.99803,                0.26028,                0.36133,                0.25008,                0.15639,                 1.4914,                0.90666,                0.90833,               0.003499,               0.003499,               0.003499
                    200,                 1.1114,                 1.1786,                0.99808,                0.26053,                0.36124,                0.24949,                0.15603,                 1.4908,                 0.9071,                0.90816,               0.003466,               0.003466,               0.003466
                    201,                 1.1021,                 1.1641,                 1.0014,                0.26198,                0.36114,                0.24953,                0.15597,                 1.4912,                0.90625,                0.90822,               0.003433,               0.003433,               0.003433
                    202,                 1.1061,                 1.1766,                0.99843,                0.26227,                0.36143,                0.25018,                0.15606,                 1.4906,                0.90603,                0.90816,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0989,                 1.1708,                0.99719,                0.26187,                0.36143,                0.25016,                0.15617,                 1.4904,                0.90606,                0.90815,               0.003367,               0.003367,               0.003367
                    204,                 1.1019,                 1.1592,                0.99496,                0.26289,                0.36133,                0.25044,                0.15616,                 1.4907,                0.90522,                0.90794,               0.003334,               0.003334,               0.003334
                    205,                 1.1101,                 1.1635,                0.99772,                 0.2637,                0.36133,                0.25058,                0.15621,                 1.4903,                0.90463,                 0.9078,               0.003301,               0.003301,               0.003301
                    206,                 1.0937,                 1.1652,                0.99276,                0.26591,                0.36114,                0.25078,                0.15624,                 1.4906,                0.90431,                0.90775,               0.003268,               0.003268,               0.003268
                    207,                 1.0989,                 1.1624,                0.99801,                0.26666,                0.36124,                0.25078,                0.15658,                 1.4894,                 0.9036,                0.90785,               0.003235,               0.003235,               0.003235
                    208,                 1.1049,                 1.1568,                0.99496,                0.26447,                0.36124,                0.25069,                0.15654,                 1.4894,                0.90307,                 0.9077,               0.003202,               0.003202,               0.003202
                    209,                 1.0959,                 1.1555,                0.99413,                0.26748,                0.36143,                0.25135,                0.15691,                 1.4886,                0.90312,                0.90768,               0.003169,               0.003169,               0.003169
                    210,                 1.0967,                 1.1605,                 0.9928,                0.26609,                0.36143,                0.25151,                0.15695,                 1.4888,                0.90263,                0.90754,               0.003136,               0.003136,               0.003136
                    211,                 1.1037,                 1.1615,                0.99567,                0.26634,                0.36124,                 0.2516,                0.15703,                 1.4889,                0.90267,                0.90758,               0.003103,               0.003103,               0.003103
                    212,                 1.0985,                 1.1583,                0.99592,                0.26649,                0.36152,                0.25212,                0.15728,                 1.4876,                0.90222,                0.90733,                0.00307,                0.00307,                0.00307
                    213,                 1.1004,                 1.1475,                0.99279,                0.26798,                0.36628,                0.25378,                 0.1576,                 1.4884,                 0.9023,                0.90727,               0.003037,               0.003037,               0.003037
                    214,                 1.1055,                 1.1571,                0.99761,                0.26792,                0.36609,                0.25384,                0.15761,                 1.4879,                0.90135,                0.90723,               0.003004,               0.003004,               0.003004
                    215,                 1.0882,                 1.1477,                0.99489,                0.26796,                0.36618,                 0.2544,                0.15816,                  1.488,                0.90094,                0.90716,               0.002971,               0.002971,               0.002971
                    216,                 1.0912,                 1.1495,                0.99254,                0.26566,                0.36633,                0.25472,                0.15883,                 1.4871,                0.89987,                0.90699,               0.002938,               0.002938,               0.002938
                    217,                 1.0991,                 1.1524,                0.99522,                0.26488,                0.36675,                 0.2551,                0.15873,                 1.4876,                0.89987,                0.90691,               0.002905,               0.002905,               0.002905
                    218,                 1.0924,                 1.1468,                0.99104,                0.26445,                0.36719,                0.25494,                 0.1596,                 1.4861,                0.89956,                0.90667,               0.002872,               0.002872,               0.002872
                    219,                 1.0909,                 1.1479,                0.99241,                0.26501,                0.36723,                0.25521,                0.15997,                 1.4861,                0.89912,                0.90668,               0.002839,               0.002839,               0.002839
                    220,                 1.0905,                 1.1484,                0.99196,                0.26379,                0.36725,                0.25552,                0.15934,                 1.4859,                0.89954,                0.90656,               0.002806,               0.002806,               0.002806
                    221,                 1.0936,                 1.1456,                0.99573,                 0.2643,                0.36778,                0.25594,                 0.1597,                 1.4854,                0.89822,                0.90634,               0.002773,               0.002773,               0.002773
                    222,                 1.0973,                 1.1393,                0.99348,                0.26418,                0.36793,                 0.2558,                0.15974,                 1.4846,                0.89777,                0.90627,                0.00274,                0.00274,                0.00274
                    223,                 1.0904,                 1.1455,                0.99136,                0.26501,                0.36776,                0.25604,                0.15981,                 1.4846,                0.89768,                0.90609,               0.002707,               0.002707,               0.002707
                    224,                  1.087,                 1.1442,                0.99399,                0.26285,                0.36796,                0.25434,                0.15863,                 1.4849,                 0.8978,                0.90598,               0.002674,               0.002674,               0.002674
                    225,                 1.0906,                 1.1384,                0.99243,                0.26268,                 0.3683,                0.25454,                0.15859,                 1.4848,                0.89719,                0.90599,               0.002641,               0.002641,               0.002641
                    226,                 1.0947,                 1.1401,                0.99767,                0.26188,                0.36792,                0.25454,                0.15867,                  1.485,                0.89634,                0.90589,               0.002608,               0.002608,               0.002608
                    227,                 1.0897,                 1.1412,                0.99092,                0.26199,                0.36834,                0.25594,                0.15969,                  1.484,                0.89647,                0.90558,               0.002575,               0.002575,               0.002575
                    228,                 1.0807,                 1.1369,                0.99148,                0.26066,                0.36867,                0.25638,                0.16009,                 1.4838,                0.89542,                0.90541,               0.002542,               0.002542,               0.002542
                    229,                  1.088,                 1.1404,                0.99052,                0.26012,                0.36848,                0.25632,                0.16004,                 1.4831,                0.89446,                0.90537,               0.002509,               0.002509,               0.002509
                    230,                 1.0975,                 1.1432,                0.99825,                0.27357,                0.37138,                 0.2572,                0.16062,                 1.4835,                0.89431,                0.90532,               0.002476,               0.002476,               0.002476
                    231,                 1.0901,                 1.1564,                0.99368,                0.27358,                0.36641,                0.25615,                0.16042,                 1.4842,                0.89491,                0.90536,               0.002443,               0.002443,               0.002443
                    232,                 1.0798,                 1.1383,                0.99092,                0.27391,                0.36641,                0.25664,                 0.1607,                 1.4835,                0.89394,                0.90534,                0.00241,                0.00241,                0.00241
                    233,                 1.0878,                 1.1362,                0.99044,                0.27431,                0.37117,                0.25799,                0.16188,                 1.4836,                0.89341,                 0.9052,               0.002377,               0.002377,               0.002377
                    234,                 1.0773,                 1.1318,                0.99403,                 0.2736,                0.37117,                0.25822,                0.16125,                 1.4826,                0.89292,                0.90511,               0.002344,               0.002344,               0.002344
                    235,                 1.0823,                 1.1366,                0.99226,                0.27267,                0.36651,                0.25731,                0.16102,                  1.482,                0.89221,                0.90499,               0.002311,               0.002311,               0.002311
                    236,                  1.084,                 1.1306,                0.98811,                0.27447,                0.36635,                0.25779,                0.16144,                 1.4818,                0.89081,                0.90491,               0.002278,               0.002278,               0.002278
                    237,                 1.0817,                 1.1322,                0.99234,                0.27684,                0.36587,                0.25824,                0.16201,                 1.4816,                0.89051,                 0.9047,               0.002245,               0.002245,               0.002245
                    238,                 1.0828,                 1.1277,                0.98908,                0.27738,                0.37066,                0.25941,                0.16212,                 1.4815,                0.88987,                0.90449,               0.002212,               0.002212,               0.002212
                    239,                 1.0833,                 1.1341,                0.98848,                0.27628,                0.37053,                0.25937,                0.16252,                 1.4808,                0.88907,                0.90433,               0.002179,               0.002179,               0.002179
                    240,                 1.0883,                  1.132,                 0.9929,                0.27797,                0.37058,                0.25943,                0.16239,                 1.4802,                 0.8885,                0.90418,               0.002146,               0.002146,               0.002146
                    241,                 1.0928,                 1.1352,                0.99505,                0.28017,                0.37066,                0.25954,                0.16242,                 1.4807,                0.88822,                0.90413,               0.002113,               0.002113,               0.002113
                    242,                 1.0831,                 1.1342,                0.98661,                0.28062,                0.37082,                0.25969,                0.16256,                 1.4808,                0.88725,                0.90408,                0.00208,                0.00208,                0.00208
                    243,                 1.0768,                 1.1234,                0.99148,                0.28384,                0.37078,                0.26035,                0.16296,                 1.4811,                0.88701,                0.90439,               0.002047,               0.002047,               0.002047
                    244,                 1.0865,                 1.1392,                0.99174,                0.28376,                0.37102,                0.26243,                0.16384,                 1.4807,                0.88595,                0.90425,               0.002014,               0.002014,               0.002014
                    245,                 1.0852,                  1.131,                0.99108,                0.28439,                0.37108,                0.26245,                0.16396,                 1.4805,                0.88493,                0.90421,               0.001981,               0.001981,               0.001981
                    246,                 1.0809,                 1.1217,                0.98764,                0.28285,                0.37108,                0.26263,                0.16466,                 1.4804,                0.88481,                0.90402,               0.001948,               0.001948,               0.001948
                    247,                 1.0772,                 1.1202,                 0.9878,                 0.2845,                0.37062,                0.26255,                0.16453,                 1.4812,                0.88417,                0.90394,               0.001915,               0.001915,               0.001915
                    248,                 1.0748,                 1.1182,                 0.9865,                0.28534,                0.36998,                0.26308,                0.16456,                 1.4806,                0.88324,                0.90385,               0.001882,               0.001882,               0.001882
                    249,                  1.086,                 1.1239,                0.98764,                0.28458,                0.36978,                0.26348,                0.16491,                 1.4797,                0.88292,                0.90376,               0.001849,               0.001849,               0.001849
                    250,                 1.0759,                 1.1139,                0.98813,                 0.2815,                0.36967,                0.26369,                0.16522,                 1.4802,                0.88264,                0.90363,               0.001816,               0.001816,               0.001816
                    251,                 1.0773,                 1.1189,                0.99264,                0.28153,                0.36928,                0.26418,                0.16589,                   1.48,                0.88248,                0.90363,               0.001783,               0.001783,               0.001783
                    252,                 1.0807,                 1.1186,                0.98633,                0.28272,                0.36831,                0.26465,                  0.166,                 1.4805,                0.88196,                0.90361,                0.00175,                0.00175,                0.00175
                    253,                 1.0823,                 1.1208,                0.99007,                0.28256,                0.36789,                0.26474,                0.16618,                 1.4801,                 0.8813,                 0.9034,               0.001717,               0.001717,               0.001717
                    254,                 1.0761,                 1.1096,                0.98709,                0.28308,                0.36776,                0.26458,                 0.1663,                 1.4794,                0.88055,                0.90343,               0.001684,               0.001684,               0.001684
                    255,                  1.076,                 1.1223,                0.98936,                0.28467,                0.36784,                0.26491,                 0.1663,                 1.4796,                0.88035,                0.90335,               0.001651,               0.001651,               0.001651
                    256,                 1.0778,                 1.1095,                0.99078,                0.28347,                0.36523,                0.26513,                0.16635,                 1.4799,                0.87973,                0.90337,               0.001618,               0.001618,               0.001618
                    257,                 1.0679,                 1.1095,                0.98754,                0.28453,                0.36517,                0.26623,                 0.1667,                 1.4792,                0.87918,                0.90323,               0.001585,               0.001585,               0.001585
                    258,                 1.0802,                 1.1167,                0.99266,                  0.286,                0.36028,                0.26627,                0.16693,                 1.4789,                0.87854,                 0.9031,               0.001552,               0.001552,               0.001552
                    259,                 1.0743,                 1.1041,                0.98756,                0.28706,                0.36019,                0.26674,                0.16721,                 1.4791,                0.87785,                  0.903,               0.001519,               0.001519,               0.001519
                    260,                 1.0752,                  1.102,                 0.9894,                0.28816,                0.35561,                0.26694,                0.16779,                 1.4777,                0.87683,                0.90303,               0.001486,               0.001486,               0.001486
                    261,                  1.064,                 1.1139,                0.98725,                0.28978,                0.35561,                0.26702,                0.16783,                 1.4778,                0.87631,                0.90299,               0.001453,               0.001453,               0.001453
                    262,                 1.0736,                 1.1097,                0.98885,                0.29206,                0.35561,                0.26686,                0.16768,                 1.4768,                0.87572,                 0.9029,                0.00142,                0.00142,                0.00142
                    263,                 1.0732,                 1.1027,                0.98829,                0.29652,                0.35561,                0.26767,                0.16809,                  1.477,                0.87486,                0.90279,               0.001387,               0.001387,               0.001387
                    264,                 1.0739,                 1.1037,                0.98992,                0.30132,                0.35533,                0.26616,                0.16736,                 1.4769,                0.87432,                0.90294,               0.001354,               0.001354,               0.001354
                    265,                 1.0742,                 1.1111,                0.98346,                0.30371,                0.35542,                0.26649,                0.16764,                 1.4764,                0.87406,                0.90277,               0.001321,               0.001321,               0.001321
                    266,                 1.0791,                 1.1047,                0.99037,                0.30434,                0.35542,                0.26675,                0.16764,                 1.4761,                0.87357,                0.90265,               0.001288,               0.001288,               0.001288
                    267,                 1.0706,                 1.0921,                0.98646,                0.30469,                0.35533,                0.26688,                0.16789,                 1.4757,                0.87313,                0.90247,               0.001255,               0.001255,               0.001255
                    268,                  1.073,                 1.0884,                0.98695,                0.30474,                0.35536,                0.26752,                0.16792,                 1.4754,                0.87216,                0.90251,               0.001222,               0.001222,               0.001222
                    269,                 1.0685,                 1.1006,                0.98256,                0.30429,                0.35533,                0.26771,                0.16808,                 1.4749,                0.87098,                0.90239,               0.001189,               0.001189,               0.001189
                    270,                 1.0658,                 1.0921,                0.98607,                0.30498,                0.35545,                0.26765,                 0.1683,                 1.4755,                0.87082,                0.90242,               0.001156,               0.001156,               0.001156
                    271,                 1.0614,                 1.1003,                0.98679,                 0.3069,                 0.3539,                0.26781,                 0.1683,                 1.4755,                0.86989,                0.90239,               0.001123,               0.001123,               0.001123
                    272,                 1.0712,                 1.0992,                0.98773,                0.30566,                0.35514,                0.26815,                0.16858,                 1.4745,                0.86917,                0.90231,                0.00109,                0.00109,                0.00109
                    273,                 1.0616,                 1.0957,                0.98843,                0.30857,                 0.3556,                0.26902,                0.16912,                 1.4751,                0.86879,                0.90221,               0.001057,               0.001057,               0.001057
                    274,                  1.066,                 1.0916,                0.98549,                0.30699,                0.35517,                0.26921,                0.16959,                 1.4735,                0.86835,                0.90209,               0.001024,               0.001024,               0.001024
                    275,                 1.0706,                 1.0943,                0.98737,                0.30746,                0.35495,                0.26953,                0.16979,                 1.4738,                0.86791,                0.90209,               0.000991,               0.000991,               0.000991
                    276,                 1.0682,                 1.0915,                0.98373,                 0.3083,                0.35485,                0.27041,                0.17019,                 1.4733,                0.86766,                0.90206,               0.000958,               0.000958,               0.000958
                    277,                 1.0668,                  1.097,                0.98857,                0.30943,                0.35492,                0.27145,                0.17072,                 1.4729,                0.86728,                0.90195,               0.000925,               0.000925,               0.000925
                    278,                 1.0646,                 1.0913,                0.98687,                0.31045,                0.35485,                0.27109,                0.17065,                 1.4729,                0.86677,                0.90185,               0.000892,               0.000892,               0.000892
                    279,                 1.0639,                 1.0909,                0.98396,                0.30994,                0.35495,                0.27196,                0.17104,                 1.4725,                0.86641,                0.90173,               0.000859,               0.000859,               0.000859
                    280,                 1.0597,                 1.0881,                0.98575,                0.31035,                0.35489,                0.27168,                0.17122,                  1.472,                0.86592,                0.90169,               0.000826,               0.000826,               0.000826
                    281,                 1.0653,                 1.0938,                0.98358,                0.31254,                0.35466,                0.27204,                 0.1738,                 1.4727,                0.86598,                0.90161,               0.000793,               0.000793,               0.000793
                    282,                 1.0649,                 1.0882,                0.98065,                0.31507,                0.35476,                0.27319,                0.17413,                 1.4722,                0.86445,                0.90151,                0.00076,                0.00076,                0.00076
                    283,                 1.0599,                 1.0815,                0.98339,                0.31591,                0.35466,                0.27312,                0.17382,                 1.4719,                0.86457,                0.90144,               0.000727,               0.000727,               0.000727
                    284,                 1.0599,                 1.0828,                 0.9845,                0.31664,                0.35016,                0.27406,                0.17211,                 1.4717,                0.86447,                0.90143,               0.000694,               0.000694,               0.000694
                    285,                 1.0601,                 1.0809,                 0.9812,                0.31844,                 0.3498,                0.27465,                0.17272,                 1.4717,                0.86452,                0.90142,               0.000661,               0.000661,               0.000661
                    286,                 1.0565,                 1.0894,                0.98319,                0.32032,                0.34953,                 0.2746,                0.17505,                 1.4716,                0.86388,                0.90145,               0.000628,               0.000628,               0.000628
                    287,                 1.0614,                 1.0833,                0.98293,                0.32229,                0.34933,                0.27501,                0.17547,                 1.4708,                0.86407,                0.90129,               0.000595,               0.000595,               0.000595
                    288,                 1.0685,                 1.0793,                 0.9854,                0.32196,                0.34952,                0.27548,                0.17542,                 1.4713,                0.86368,                0.90137,               0.000562,               0.000562,               0.000562
                    289,                 1.0559,                 1.0868,                0.98501,                0.33195,                0.34883,                0.27665,                0.17637,                 1.4706,                0.86365,                0.90123,               0.000529,               0.000529,               0.000529
                    290,                 1.0685,                 1.0724,                0.98062,                0.33162,                0.34989,                0.27773,                0.17667,                 1.4704,                0.86254,                0.90127,               0.000496,               0.000496,               0.000496
                    291,                 1.0554,                 1.0047,                0.97167,                0.32873,                0.34753,                0.27745,                0.17665,                 1.4703,                0.86205,                0.90113,               0.000463,               0.000463,               0.000463
                    292,                 1.0458,                 0.9831,                0.96823,                0.33114,                 0.3473,                0.27784,                0.17704,                 1.4708,                0.86142,                0.90108,                0.00043,                0.00043,                0.00043
                    293,                 1.0463,                0.98653,                0.96842,                0.33203,                0.34683,                0.27842,                 0.1773,                 1.4708,                0.86071,                  0.901,               0.000397,               0.000397,               0.000397
                    294,                 1.0455,                0.97258,                0.96936,                 0.4765,                0.34237,                0.27871,                0.17748,                 1.4708,                 0.8598,                0.90094,               0.000364,               0.000364,               0.000364
                    295,                 1.0439,                0.97856,                0.96392,                0.48066,                0.34208,                0.27886,                0.17797,                 1.4707,                0.85854,                0.90088,               0.000331,               0.000331,               0.000331
                    296,                 1.0456,                0.97961,                0.96691,                0.48346,                0.34218,                0.27906,                0.17773,                 1.4704,                0.85797,                0.90091,               0.000298,               0.000298,               0.000298
                    297,                 1.0423,                0.96832,                0.96624,                0.48414,                0.34227,                0.27867,                0.17514,                 1.4701,                0.85754,                 0.9008,               0.000265,               0.000265,               0.000265
                    298,                 1.0447,                0.96411,                0.96577,                 0.4863,                0.34208,                0.27885,                0.17542,                 1.4705,                0.85766,                0.90079,               0.000232,               0.000232,               0.000232
                    299,                 1.0413,                0.97592,                0.97099,                0.48787,                0.34189,                0.27845,                0.17533,                 1.4704,                0.85663,                0.90067,               0.000199,               0.000199,               0.000199
                    300,                 1.0432,                0.96501,                0.96949,                0.48848,                0.34208,                0.27927,                0.17565,                 1.4694,                0.85563,                0.90075,               0.000166,               0.000166,               0.000166
