                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.0953,                 1.0651,                 1.1585,                0.54744,                0.34904,                0.44525,                0.30396,                  1.357,                0.81862,                 1.0752,               0.005083,               0.005083,               0.005083
                    152,                 1.0936,                 1.0633,                 1.1593,                0.54756,                0.34904,                0.44565,                0.30498,                 1.3574,                0.81835,                 1.0751,                0.00505,                0.00505,                0.00505
                    153,                 1.0906,                 1.0642,                 1.1573,                0.40115,                0.56371,                0.44619,                0.30508,                  1.357,                0.81764,                 1.0751,               0.005017,               0.005017,               0.005017
                    154,                 1.0924,                 1.0635,                 1.1563,                0.40386,                0.56469,                0.44617,                0.30492,                  1.357,                0.81762,                  1.075,               0.004984,               0.004984,               0.004984
                    155,                 1.0989,                 1.0608,                 1.1581,                0.40002,                0.56599,                0.44675,                0.30537,                 1.3567,                 0.8169,                 1.0749,               0.004951,               0.004951,               0.004951
                    156,                 1.0908,                 1.0609,                 1.1542,                0.40402,                0.56609,                0.44807,                0.30531,                 1.3564,                0.81687,                 1.0746,               0.004918,               0.004918,               0.004918
                    157,                 1.0843,                  1.058,                 1.1492,                0.55939,                0.34884,                0.44882,                0.30611,                  1.356,                0.81642,                 1.0747,               0.004885,               0.004885,               0.004885
                    158,                 1.0922,                 1.0585,                 1.1535,                0.56184,                0.34913,                0.44904,                 0.3068,                  1.356,                0.81551,                 1.0746,               0.004852,               0.004852,               0.004852
                    159,                 1.0943,                 1.0562,                 1.1564,                 0.5669,                0.34901,                0.45098,                0.30706,                 1.3559,                0.81527,                 1.0743,               0.004819,               0.004819,               0.004819
                    160,                 1.0892,                 1.0608,                 1.1471,                0.56733,                0.34913,                0.45135,                0.30734,                 1.3556,                0.81441,                 1.0742,               0.004786,               0.004786,               0.004786
                    161,                 1.0868,                 1.0503,                 1.1529,                0.57121,                0.34897,                0.45182,                0.30795,                 1.3549,                0.81373,                 1.0739,               0.004753,               0.004753,               0.004753
                    162,                 1.0936,                 1.0529,                  1.153,                0.56978,                0.34897,                0.45217,                0.30854,                 1.3548,                0.81359,                 1.0739,                0.00472,                0.00472,                0.00472
                    163,                 1.0845,                 1.0494,                 1.1499,                0.56891,                0.34904,                0.45043,                0.30673,                 1.3541,                0.81344,                 1.0736,               0.004687,               0.004687,               0.004687
                    164,                 1.0842,                 1.0507,                 1.1509,                0.56786,                0.34894,                0.45061,                0.30717,                 1.3541,                0.81249,                 1.0734,               0.004654,               0.004654,               0.004654
                    165,                 1.0784,                 1.0532,                 1.1464,                0.56816,                0.34913,                0.45078,                0.30708,                 1.3542,                0.81208,                 1.0733,               0.004621,               0.004621,               0.004621
                    166,                 1.0849,                 1.0476,                 1.1506,                0.56868,                0.34904,                0.45124,                0.30769,                 1.3536,                0.81204,                 1.0733,               0.004588,               0.004588,               0.004588
                    167,                 1.0826,                 1.0463,                 1.1526,                0.56933,                0.34904,                0.45156,                0.30766,                 1.3535,                0.81258,                 1.0733,               0.004555,               0.004555,               0.004555
                    168,                 1.0828,                 1.0475,                 1.1528,                 0.5667,                0.34913,                0.45164,                0.30776,                 1.3533,                0.81286,                 1.0731,               0.004522,               0.004522,               0.004522
                    169,                 1.0842,                 1.0418,                 1.1497,                0.56754,                0.34913,                0.45157,                0.30881,                  1.353,                0.81213,                 1.0731,               0.004489,               0.004489,               0.004489
                    170,                 1.0824,                 1.0398,                  1.153,                0.56427,                0.34904,                0.45174,                0.30878,                 1.3526,                0.81207,                 1.0729,               0.004456,               0.004456,               0.004456
                    171,                 1.0949,                 1.0476,                 1.1523,                 0.5679,                0.34913,                  0.455,                0.31109,                 1.3523,                0.81106,                 1.0727,               0.004423,               0.004423,               0.004423
                    172,                 1.0869,                 1.0441,                 1.1523,                0.56683,                0.34913,                0.45623,                0.31231,                 1.3522,                0.81123,                 1.0726,                0.00439,                0.00439,                0.00439
                    173,                 1.0825,                 1.0367,                 1.1478,                0.56667,                0.34923,                0.45624,                0.31231,                 1.3518,                0.81066,                 1.0724,               0.004357,               0.004357,               0.004357
                    174,                 1.0844,                 1.0371,                 1.1485,                0.56717,                0.34923,                0.45639,                0.31257,                 1.3519,                0.81097,                 1.0722,               0.004324,               0.004324,               0.004324
                    175,                 1.0808,                 1.0313,                 1.1471,                0.56474,                0.34923,                0.45689,                0.31324,                 1.3518,                0.81022,                 1.0719,               0.004291,               0.004291,               0.004291
                    176,                  1.083,                 1.0359,                 1.1507,                 0.5664,                0.34923,                0.45764,                 0.3135,                 1.3516,                0.81043,                 1.0718,               0.004258,               0.004258,               0.004258
                    177,                 1.0812,                 1.0327,                 1.1478,                0.56804,                0.34923,                0.45795,                0.31426,                 1.3511,                 0.8094,                 1.0717,               0.004225,               0.004225,               0.004225
                    178,                 1.0835,                 1.0385,                 1.1436,                0.56886,                0.34923,                 0.4585,                0.31489,                 1.3508,                0.80966,                 1.0716,               0.004192,               0.004192,               0.004192
                    179,                 1.0877,                 1.0351,                 1.1474,                0.56815,                0.34923,                0.45901,                0.31507,                 1.3508,                0.80979,                 1.0716,               0.004159,               0.004159,               0.004159
                    180,                   1.08,                 1.0403,                 1.1501,                0.56941,                0.34923,                0.45937,                 0.3156,                 1.3505,                0.80916,                 1.0715,               0.004126,               0.004126,               0.004126
                    181,                 1.0795,                 1.0292,                 1.1507,                0.56902,                0.34923,                0.46068,                0.31709,                 1.3505,                0.80883,                 1.0713,               0.004093,               0.004093,               0.004093
                    182,                 1.0811,                 1.0292,                 1.1506,                0.57176,                0.34932,                0.46095,                 0.3155,                 1.3501,                0.80834,                 1.0712,                0.00406,                0.00406,                0.00406
                    183,                  1.093,                 1.0371,                 1.1547,                0.57392,                0.34923,                0.46104,                0.31599,                 1.3503,                 0.8078,                 1.0712,               0.004027,               0.004027,               0.004027
                    184,                 1.0832,                 1.0239,                 1.1444,                0.57424,                0.34932,                0.46118,                 0.3179,                 1.3503,                0.80713,                  1.071,               0.003994,               0.003994,               0.003994
                    185,                 1.0771,                 1.0173,                 1.1379,                0.57626,                0.34932,                 0.4602,                0.31595,                 1.3501,                0.80667,                 1.0709,               0.003961,               0.003961,               0.003961
                    186,                 1.0863,                 1.0282,                 1.1475,                 0.5759,                0.34942,                0.46229,                0.31912,                 1.3498,                0.80636,                 1.0707,               0.003928,               0.003928,               0.003928
                    187,                 1.0816,                 1.0203,                   1.15,                0.57442,                0.34932,                0.46334,                0.31787,                 1.3491,                0.80634,                 1.0705,               0.003895,               0.003895,               0.003895
                    188,                 1.0748,                 1.0215,                 1.1481,                0.60075,                0.36012,                0.43115,                0.28956,                  1.349,                0.80531,                 1.0705,               0.003862,               0.003862,               0.003862
                    189,                 1.0773,                 1.0107,                  1.144,                0.57548,                0.34932,                 0.4645,                  0.318,                 1.3486,                0.80522,                 1.0704,               0.003829,               0.003829,               0.003829
                    190,                 1.0736,                 1.0097,                  1.142,                0.60248,                0.36035,                0.43263,                0.28831,                 1.3482,                0.80499,                 1.0702,               0.003796,               0.003796,               0.003796
                    191,                 1.0745,                 1.0165,                 1.1478,                0.60313,                0.36095,                0.43266,                0.28772,                  1.348,                0.80449,                 1.0702,               0.003763,               0.003763,               0.003763
                    192,                 1.0755,                 1.0187,                 1.1426,                0.60313,                0.36133,                  0.433,                0.28861,                 1.3476,                0.80389,                 1.0699,                0.00373,                0.00373,                0.00373
                    193,                 1.0737,                 1.0139,                  1.142,                0.60398,                0.36147,                0.46965,                0.32108,                 1.3477,                0.80362,                 1.0699,               0.003697,               0.003697,               0.003697
                    194,                 1.0691,                  1.007,                 1.1437,                 0.6039,                0.36335,                0.46992,                0.32036,                 1.3477,                0.80256,                 1.0698,               0.003664,               0.003664,               0.003664
                    195,                 1.0835,                 1.0155,                 1.1435,                 0.6029,                0.36346,                 0.4701,                0.32036,                 1.3468,                 0.8021,                 1.0696,               0.003631,               0.003631,               0.003631
                    196,                 1.0694,                 1.0069,                 1.1377,                0.57173,                0.35064,                0.46668,                0.31914,                  1.347,                0.80195,                 1.0695,               0.003598,               0.003598,               0.003598
                    197,                  1.073,                  1.008,                 1.1449,                0.56904,                0.35098,                0.46648,                0.31902,                 1.3469,                0.80105,                 1.0694,               0.003565,               0.003565,               0.003565
                    198,                 1.0699,                  1.009,                 1.1405,                0.57029,                0.35124,                0.46688,                0.31915,                 1.3468,                0.80086,                 1.0693,               0.003532,               0.003532,               0.003532
                    199,                  1.069,                 1.0103,                  1.138,                0.60083,                0.36469,                0.46958,                0.32074,                 1.3469,                0.80052,                 1.0691,               0.003499,               0.003499,               0.003499
                    200,                 1.0758,                 1.0111,                 1.1426,                0.56697,                0.35142,                0.46768,                0.31903,                 1.3468,                0.80038,                  1.069,               0.003466,               0.003466,               0.003466
                    201,                 1.0726,                 1.0066,                 1.1449,                0.60012,                0.36796,                0.47167,                0.32124,                 1.3466,                0.79964,                 1.0688,               0.003433,               0.003433,               0.003433
                    202,                  1.068,                 1.0053,                 1.1368,                0.58327,                0.36781,                0.47038,                0.32036,                 1.3462,                0.79929,                 1.0686,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0668,                 1.0051,                 1.1415,                0.58403,                0.36791,                0.46798,                0.31127,                 1.3459,                 0.7987,                 1.0684,               0.003367,               0.003367,               0.003367
                    204,                 1.0639,                0.99821,                 1.1362,                0.58051,                0.36792,                0.46862,                0.31216,                 1.3449,                0.79814,                 1.0683,               0.003334,               0.003334,               0.003334
                    205,                 1.0739,                 1.0004,                 1.1407,                0.58296,                  0.368,                0.46878,                0.31226,                 1.3448,                0.79722,                 1.0683,               0.003301,               0.003301,               0.003301
                    206,                 1.0676,                 1.0055,                 1.1384,                0.58162,                  0.368,                0.46915,                 0.3195,                 1.3452,                0.79661,                 1.0684,               0.003268,               0.003268,               0.003268
                    207,                 1.0652,                 1.0005,                 1.1413,                0.58268,                0.36803,                0.46929,                 0.3201,                 1.3445,                0.79629,                 1.0681,               0.003235,               0.003235,               0.003235
                    208,                 1.0726,                0.99886,                 1.1413,                0.58092,                  0.368,                0.47306,                0.32275,                 1.3446,                0.79534,                 1.0681,               0.003202,               0.003202,               0.003202
                    209,                 1.0651,                0.98939,                 1.1377,                0.57878,                  0.368,                0.47347,                0.32308,                 1.3444,                0.79511,                 1.0681,               0.003169,               0.003169,               0.003169
                    210,                 1.0638,                0.99308,                 1.1344,                0.57547,                  0.368,                0.47329,                0.32294,                 1.3442,                0.79436,                 1.0681,               0.003136,               0.003136,               0.003136
                    211,                 1.0722,                0.99446,                 1.1376,                0.57463,                  0.368,                0.47302,                0.32295,                 1.3443,                0.79276,                  1.068,               0.003103,               0.003103,               0.003103
                    212,                 1.0629,                0.99285,                 1.1348,                0.57559,                0.36791,                0.47353,                0.32383,                 1.3433,                0.79272,                 1.0677,                0.00307,                0.00307,                0.00307
                    213,                 1.0658,                0.98577,                 1.1371,                0.57317,                0.36809,                0.47281,                0.32363,                  1.343,                0.79232,                 1.0675,               0.003037,               0.003037,               0.003037
                    214,                 1.0681,                0.99674,                 1.1379,                0.45028,                0.57759,                0.47527,                0.32561,                 1.3432,                0.79153,                 1.0676,               0.003004,               0.003004,               0.003004
                    215,                 1.0587,                0.98737,                 1.1342,                0.44229,                0.58054,                0.47587,                0.32549,                 1.3429,                0.79131,                 1.0673,               0.002971,               0.002971,               0.002971
                    216,                 1.0611,                0.99041,                 1.1362,                0.43066,                0.58179,                0.47609,                0.32562,                 1.3434,                0.79069,                 1.0673,               0.002938,               0.002938,               0.002938
                    217,                 1.0665,                0.98495,                 1.1355,                0.43044,                0.58243,                0.47638,                0.32535,                 1.3426,                0.78951,                 1.0669,               0.002905,               0.002905,               0.002905
                    218,                 1.0617,                0.98393,                 1.1316,                0.42833,                0.58238,                0.47798,                0.32721,                 1.3424,                 0.7887,                  1.067,               0.002872,               0.002872,               0.002872
                    219,                 1.0582,                0.98171,                 1.1333,                0.41911,                0.58389,                0.47797,                0.32715,                 1.3419,                 0.7884,                 1.0667,               0.002839,               0.002839,               0.002839
                    220,                 1.0623,                0.98519,                 1.1338,                 0.4144,                0.58379,                0.47812,                0.32729,                 1.3416,                0.78779,                 1.0665,               0.002806,               0.002806,               0.002806
                    221,                 1.0592,                  0.981,                 1.1352,                0.41154,                0.58389,                 0.4784,                0.32737,                 1.3413,                0.78781,                 1.0662,               0.002773,               0.002773,               0.002773
                    222,                 1.0643,                0.97649,                 1.1337,                0.40814,                0.58398,                0.47876,                0.32759,                 1.3413,                 0.7871,                 1.0662,                0.00274,                0.00274,                0.00274
                    223,                 1.0581,                0.97812,                 1.1328,                 0.4068,                0.58389,                0.47877,                0.32769,                 1.3416,                0.78655,                 1.0661,               0.002707,               0.002707,               0.002707
                    224,                 1.0569,                0.98151,                 1.1363,                0.40343,                0.58408,                0.47948,                0.32803,                 1.3406,                0.78574,                 1.0657,               0.002674,               0.002674,               0.002674
                    225,                 1.0591,                0.97554,                 1.1352,                0.40282,                0.58398,                0.47927,                0.32692,                 1.3408,                0.78539,                 1.0656,               0.002641,               0.002641,               0.002641
                    226,                 1.0606,                0.97298,                 1.1377,                  0.404,                0.58389,                 0.4793,                0.32794,                 1.3404,                 0.7843,                 1.0654,               0.002608,               0.002608,               0.002608
                    227,                 1.0562,                0.96964,                 1.1312,                0.40733,                0.58379,                0.48009,                0.32757,                 1.3403,                0.78451,                 1.0654,               0.002575,               0.002575,               0.002575
                    228,                 1.0501,                0.97227,                 1.1355,                0.41493,                 0.5837,                0.48053,                  0.328,                 1.3404,                0.78312,                 1.0653,               0.002542,               0.002542,               0.002542
                    229,                 1.0516,                0.96879,                 1.1299,                0.41808,                 0.5837,                0.48086,                0.32921,                 1.3401,                0.78276,                 1.0649,               0.002509,               0.002509,               0.002509
                    230,                 1.0638,                0.96772,                 1.1362,                 0.4218,                 0.5837,                0.48104,                0.32898,                 1.3394,                0.78164,                  1.065,               0.002476,               0.002476,               0.002476
                    231,                 1.0565,                 0.9792,                 1.1348,                0.42196,                0.58379,                0.48129,                0.32922,                 1.3394,                0.78133,                 1.0648,               0.002443,               0.002443,               0.002443
                    232,                 1.0496,                0.97237,                 1.1325,                0.42391,                 0.5837,                0.48128,                0.33034,                 1.3392,                 0.7802,                 1.0648,                0.00241,                0.00241,                0.00241
                    233,                 1.0524,                 0.9623,                  1.129,                0.42736,                 0.5837,                0.48126,                 0.3303,                 1.3388,                0.78016,                 1.0646,               0.002377,               0.002377,               0.002377
                    234,                 1.0498,                0.95842,                 1.1341,                0.43048,                0.58351,                0.48963,                0.33592,                 1.3388,                0.77966,                 1.0644,               0.002344,               0.002344,               0.002344
                    235,                 1.0503,                0.96885,                 1.1311,                0.43089,                0.58351,                0.48947,                0.33544,                 1.3382,                0.77951,                 1.0642,               0.002311,               0.002311,               0.002311
                    236,                 1.0473,                0.95225,                 1.1253,                0.43495,                0.58323,                0.48976,                0.33562,                 1.3379,                0.77936,                 1.0642,               0.002278,               0.002278,               0.002278
                    237,                 1.0484,                0.96079,                 1.1308,                0.43131,                0.58351,                0.49007,                0.33601,                  1.338,                0.77887,                 1.0639,               0.002245,               0.002245,               0.002245
                    238,                 1.0459,                0.95603,                 1.1277,                0.43414,                0.57875,                0.49061,                 0.3362,                 1.3373,                0.77816,                 1.0636,               0.002212,               0.002212,               0.002212
                    239,                 1.0495,                0.95947,                  1.125,                0.43236,                0.57865,                0.49109,                0.33661,                 1.3374,                 0.7777,                 1.0635,               0.002179,               0.002179,               0.002179
                    240,                 1.0566,                0.96608,                 1.1315,                 0.4329,                0.57875,                0.49123,                0.33648,                 1.3372,                0.77682,                 1.0633,               0.002146,               0.002146,               0.002146
                    241,                  1.055,                0.95975,                 1.1297,                0.43179,                0.57865,                0.49144,                0.33509,                 1.3371,                0.77659,                 1.0631,               0.002113,               0.002113,               0.002113
                    242,                 1.0463,                0.95628,                 1.1218,                0.43672,                0.57865,                0.49241,                0.33729,                 1.3367,                0.77593,                 1.0629,                0.00208,                0.00208,                0.00208
                    243,                 1.0449,                0.94984,                 1.1273,                 0.4366,                0.58075,                 0.4926,                0.33631,                 1.3365,                0.77489,                 1.0628,               0.002047,               0.002047,               0.002047
                    244,                   1.05,                0.95912,                 1.1302,                0.43371,                0.58075,                0.49274,                0.33635,                  1.336,                0.77437,                 1.0624,               0.002014,               0.002014,               0.002014
                    245,                 1.0497,                0.94669,                 1.1268,                0.43353,                0.58065,                0.49298,                0.33673,                 1.3358,                0.77325,                 1.0622,               0.001981,               0.001981,               0.001981
                    246,                 1.0456,                0.94074,                 1.1231,                0.43383,                0.58075,                0.49318,                0.33742,                 1.3351,                0.77279,                  1.062,               0.001948,               0.001948,               0.001948
                    247,                 1.0432,                0.94602,                 1.1263,                0.43298,                0.58065,                0.49351,                0.33759,                  1.335,                 0.7727,                 1.0619,               0.001915,               0.001915,               0.001915
                    248,                 1.0417,                0.94055,                  1.125,                0.43403,                0.58075,                0.49384,                0.33696,                 1.3347,                0.77106,                 1.0617,               0.001882,               0.001882,               0.001882
                    249,                 1.0541,                0.95091,                 1.1263,                0.43663,                0.58046,                0.49409,                0.33706,                 1.3346,                0.77093,                 1.0615,               0.001849,               0.001849,               0.001849
                    250,                 1.0449,                0.93949,                 1.1287,                0.43479,                0.58056,                0.49434,                0.33697,                 1.3337,                0.76986,                 1.0612,               0.001816,               0.001816,               0.001816
                    251,                 1.0453,                0.94656,                 1.1302,                0.43464,                0.58068,                0.49467,                 0.3405,                 1.3336,                0.76922,                  1.061,               0.001783,               0.001783,               0.001783
                    252,                 1.0437,                0.93981,                 1.1227,                0.43251,                0.58207,                0.49463,                0.33661,                 1.3334,                0.76862,                 1.0608,                0.00175,                0.00175,                0.00175
                    253,                 1.0465,                0.94512,                 1.1282,                0.43162,                 0.5829,                0.49531,                0.33716,                 1.3329,                0.76835,                 1.0607,               0.001717,               0.001717,               0.001717
                    254,                 1.0423,                0.93413,                  1.122,                0.42975,                0.58393,                0.49528,                0.33683,                 1.3327,                0.76806,                 1.0606,               0.001684,               0.001684,               0.001684
                    255,                 1.0393,                0.94028,                 1.1246,                0.42976,                0.58339,                0.49628,                0.33783,                 1.3321,                0.76689,                 1.0606,               0.001651,               0.001651,               0.001651
                    256,                 1.0447,                0.93365,                 1.1267,                0.42874,                0.58359,                0.49692,                0.33818,                 1.3318,                0.76641,                 1.0603,               0.001618,               0.001618,               0.001618
                    257,                 1.0327,                0.93525,                 1.1214,                0.42802,                0.58445,                0.49714,                0.33884,                 1.3313,                0.76535,                 1.0602,               0.001585,               0.001585,               0.001585
                    258,                  1.048,                0.93504,                  1.128,                0.42681,                 0.5892,                0.49748,                 0.3389,                 1.3311,                0.76486,                 1.0603,               0.001552,               0.001552,               0.001552
                    259,                 1.0394,                0.92291,                 1.1236,                0.42606,                0.58534,                0.49765,                0.33934,                 1.3311,                0.76422,                   1.06,               0.001519,               0.001519,               0.001519
                    260,                 1.0432,                0.92176,                  1.124,                0.42943,                0.58483,                0.49898,                0.34019,                 1.3308,                0.76339,                 1.0597,               0.001486,               0.001486,               0.001486
                    261,                 1.0334,                0.93079,                 1.1198,                0.42844,                0.58566,                0.49858,                0.33946,                 1.3305,                0.76266,                 1.0596,               0.001453,               0.001453,               0.001453
                    262,                 1.0399,                0.92782,                 1.1252,                0.43156,                0.58557,                0.49955,                0.34036,                 1.3302,                0.76173,                 1.0594,                0.00142,                0.00142,                0.00142
                    263,                 1.0389,                0.92716,                 1.1238,                0.43416,                0.58557,                0.49961,                0.34035,                 1.3298,                0.76154,                 1.0593,               0.001387,               0.001387,               0.001387
                    264,                 1.0429,                 0.9289,                 1.1265,                0.43587,                0.58757,                0.49999,                0.34037,                 1.3298,                0.76013,                 1.0592,               0.001354,               0.001354,               0.001354
                    265,                 1.0413,                 0.9298,                  1.122,                0.42906,                0.58767,                0.50038,                0.34081,                 1.3293,                 0.7598,                  1.059,               0.001321,               0.001321,               0.001321
                    266,                 1.0427,                0.91781,                 1.1285,                0.42853,                0.58757,                0.48502,                0.32775,                 1.3287,                  0.759,                 1.0589,               0.001288,               0.001288,               0.001288
                    267,                 1.0411,                0.91376,                  1.122,                0.42659,                0.58757,                0.48548,                0.32799,                 1.3282,                0.75872,                 1.0584,               0.001255,               0.001255,               0.001255
                    268,                 1.0406,                0.90816,                 1.1217,                 0.4268,                0.58757,                0.48576,                0.32835,                 1.3277,                0.75766,                 1.0582,               0.001222,               0.001222,               0.001222
                    269,                 1.0356,                0.92007,                 1.1189,                0.42756,                0.58977,                0.48612,                0.32806,                 1.3275,                0.75711,                 1.0579,               0.001189,               0.001189,               0.001189
                    270,                 1.0316,                0.91281,                 1.1198,                0.42917,                0.58977,                0.48682,                0.33008,                  1.327,                0.75679,                 1.0578,               0.001156,               0.001156,               0.001156
                    271,                 1.0284,                0.91435,                 1.1171,                0.42845,                0.58986,                0.48715,                0.32901,                 1.3266,                0.75567,                 1.0577,               0.001123,               0.001123,               0.001123
                    272,                 1.0377,                0.91479,                 1.1205,                0.43219,                0.58967,                0.48951,                0.32347,                 1.3263,                0.75492,                 1.0576,                0.00109,                0.00109,                0.00109
                    273,                   1.03,                0.90857,                 1.1202,                 0.4316,                0.58967,                0.49075,                0.32413,                 1.3258,                0.75362,                 1.0575,               0.001057,               0.001057,               0.001057
                    274,                  1.032,                0.91263,                  1.119,                 0.4307,                0.58977,                0.49139,                0.32494,                 1.3258,                0.75292,                 1.0572,               0.001024,               0.001024,               0.001024
                    275,                 1.0353,                0.91163,                 1.1211,                0.43087,                0.58948,                0.49049,                0.32443,                 1.3251,                0.75193,                 1.0569,               0.000991,               0.000991,               0.000991
                    276,                  1.032,                 0.9086,                 1.1163,                0.43222,                 0.5896,                0.49078,                0.32445,                 1.3249,                0.75149,                 1.0569,               0.000958,               0.000958,               0.000958
                    277,                 1.0318,                0.91153,                 1.1214,                 0.4323,                0.59177,                0.49141,                0.32419,                 1.3244,                0.75028,                 1.0567,               0.000925,               0.000925,               0.000925
                    278,                 1.0264,                 0.8999,                 1.1174,                0.43207,                0.59168,                 0.4927,                0.32542,                 1.3244,                 0.7497,                 1.0566,               0.000892,               0.000892,               0.000892
                    279,                 1.0347,                0.90126,                 1.1202,                0.43521,                0.59168,                0.49304,                0.32547,                 1.3241,                0.74879,                 1.0564,               0.000859,               0.000859,               0.000859
                    280,                 1.0265,                0.90258,                   1.12,                0.43207,                 0.5917,                0.49418,                  0.325,                  1.324,                0.74872,                 1.0563,               0.000826,               0.000826,               0.000826
                    281,                 1.0284,                0.90239,                 1.1167,                0.43354,                0.59168,                0.49546,                 0.3269,                  1.324,                0.74826,                 1.0562,               0.000793,               0.000793,               0.000793
                    282,                 1.0295,                0.90191,                 1.1134,                0.43539,                0.59168,                0.49623,                0.32717,                 1.3236,                 0.7474,                 1.0561,                0.00076,                0.00076,                0.00076
                    283,                 1.0252,                0.89889,                 1.1161,                0.43702,                0.59452,                0.49662,                0.32748,                 1.3232,                0.74616,                  1.056,               0.000727,               0.000727,               0.000727
                    284,                  1.028,                 0.8957,                 1.1165,                 0.4383,                0.59653,                0.49816,                0.32862,                  1.323,                0.74547,                 1.0558,               0.000694,               0.000694,               0.000694
                    285,                 1.0249,                0.89085,                 1.1123,                0.43917,                0.59653,                 0.4986,                0.32911,                 1.3226,                0.74501,                 1.0557,               0.000661,               0.000661,               0.000661
                    286,                 1.0202,                0.89615,                 1.1158,                 0.4398,                0.59873,                0.49921,                0.32931,                 1.3227,                0.74491,                 1.0558,               0.000628,               0.000628,               0.000628
                    287,                 1.0253,                0.89013,                 1.1109,                0.44137,                0.59873,                0.49976,                0.32952,                 1.3222,                0.74474,                 1.0555,               0.000595,               0.000595,               0.000595
                    288,                 1.0345,                0.89057,                 1.1183,                0.44175,                0.59854,                0.50151,                0.32985,                  1.322,                0.74365,                 1.0553,               0.000562,               0.000562,               0.000562
                    289,                 1.0228,                0.89215,                 1.1169,                0.44028,                0.59873,                0.50223,                0.33033,                 1.3213,                0.74322,                 1.0551,               0.000529,               0.000529,               0.000529
                    290,                 1.0314,                0.88186,                 1.1113,                0.44102,                0.59864,                0.50217,                0.33045,                 1.3203,                 0.7428,                 1.0549,               0.000496,               0.000496,               0.000496
                    291,                 1.0152,                0.79061,                 1.1087,                0.44101,                0.60074,                0.50277,                0.33109,                 1.3204,                0.74194,                 1.0548,               0.000463,               0.000463,               0.000463
                    292,                 1.0005,                0.77795,                 1.0995,                0.44086,                0.60074,                0.50325,                0.33109,                 1.3201,                0.74153,                 1.0545,                0.00043,                0.00043,                0.00043
                    293,                 1.0053,                0.77439,                 1.1022,                0.44065,                0.60083,                0.50351,                0.33129,                 1.3201,                0.74116,                 1.0545,               0.000397,               0.000397,               0.000397
                    294,                0.99995,                0.76695,                 1.1007,                 0.4388,                0.60083,                0.50376,                0.33135,                 1.3194,                0.74027,                  1.054,               0.000364,               0.000364,               0.000364
                    295,                 1.0005,                 0.7664,                  1.097,                0.43834,                0.60102,                0.50415,                0.33149,                 1.3191,                0.73956,                  1.054,               0.000331,               0.000331,               0.000331
                    296,                 1.0002,                0.76621,                 1.0989,                0.43887,                0.60102,                0.50557,                 0.3324,                 1.3188,                 0.7387,                 1.0538,               0.000298,               0.000298,               0.000298
                    297,                0.99685,                0.76304,                 1.0996,                0.43835,                0.60112,                0.50564,                0.33259,                 1.3185,                0.73815,                 1.0537,               0.000265,               0.000265,               0.000265
                    298,                 1.0009,                0.75754,                 1.0957,                0.43878,                0.60103,                0.50602,                0.33288,                 1.3183,                0.73744,                 1.0535,               0.000232,               0.000232,               0.000232
                    299,                0.99718,                0.76116,                 1.0988,                0.43871,                0.60099,                0.50613,                0.33285,                 1.3178,                0.73697,                 1.0532,               0.000199,               0.000199,               0.000199
                    300,                 0.9971,                0.75584,                 1.0964,                 0.4388,                0.60102,                0.50663,                0.33307,                 1.3182,                0.73646,                 1.0531,               0.000166,               0.000166,               0.000166
