                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.2948,                 1.4318,                 1.0556,                0.50445,                0.17997,                0.17443,                0.10167,                 1.6857,                 1.0999,                0.95382,               0.009274,               0.009274,               0.009274
                     25,                 1.2947,                 1.4244,                 1.0542,                0.25847,                0.18269,                0.12515,                0.06622,                 1.7032,                 1.1342,                0.95541,               0.009241,               0.009241,               0.009241
                     26,                 1.2781,                 1.4158,                 1.0548,                0.27756,                0.20606,                0.17781,                0.10332,                 1.6957,                 1.0908,                0.95375,               0.009208,               0.009208,               0.009208
                     27,                 1.2831,                 1.4106,                 1.0529,                0.25983,                0.17011,                0.14896,                0.08331,                 1.7128,                 1.0885,                0.96424,               0.009175,               0.009175,               0.009175
                     28,                 1.2811,                 1.4121,                  1.054,                0.26504,                0.24147,                0.20755,                0.12799,                  1.687,                 1.0838,                  0.952,               0.009142,               0.009142,               0.009142
                     29,                 1.2746,                 1.3998,                 1.0502,                0.28957,                0.29249,                0.22577,                0.13612,                 1.6746,                 1.0456,                0.95845,               0.009109,               0.009109,               0.009109
                     30,                 1.2733,                 1.4023,                 1.0513,                0.30536,                  0.305,                0.22745,                0.12972,                 1.6632,                 1.0274,                0.94865,               0.009076,               0.009076,               0.009076
                     31,                 1.2746,                 1.3986,                 1.0467,                0.34732,                0.20188,                0.22098,                0.13036,                 1.6591,                 1.0363,                0.94612,               0.009043,               0.009043,               0.009043
                     32,                 1.2551,                 1.3912,                 1.0427,                0.32379,                0.27184,                0.25728,                 0.1686,                 1.6576,                 1.0619,                0.94921,                0.00901,                0.00901,                0.00901
                     33,                 1.2571,                 1.3819,                  1.045,                0.31249,                0.17523,                0.18606,                 0.1049,                 1.6495,                 1.0743,                0.94949,               0.008977,               0.008977,               0.008977
                     34,                 1.2415,                 1.3703,                 1.0414,                0.17921,                0.31509,                0.17609,                 0.1002,                 1.6197,                 1.0633,                0.94047,               0.008944,               0.008944,               0.008944
                     35,                  1.247,                 1.3811,                 1.0407,                0.27787,                0.23881,                0.21513,                0.12492,                 1.6507,                 1.0491,                0.94854,               0.008911,               0.008911,               0.008911
                     36,                 1.2458,                 1.3758,                 1.0426,                0.27578,                0.32406,                0.22937,                0.13559,                 1.6279,                 1.0283,                  0.944,               0.008878,               0.008878,               0.008878
                     37,                 1.2459,                 1.3687,                  1.039,                0.26096,                0.29853,                0.21586,                0.12628,                 1.6759,                 1.0586,                0.95557,               0.008845,               0.008845,               0.008845
                     38,                 1.2381,                 1.3713,                 1.0405,                0.24487,                0.31119,                0.22761,                0.14303,                 1.6064,                 1.0238,                0.93699,               0.008812,               0.008812,               0.008812
                     39,                 1.2355,                 1.3639,                  1.038,                0.30131,                0.28658,                0.22887,                0.14534,                 1.6153,                  1.016,                0.94262,               0.008779,               0.008779,               0.008779
                     40,                 1.2414,                 1.3626,                 1.0393,                0.26912,                0.29871,                0.22513,                0.13681,                 1.6097,                 1.0354,                0.93669,               0.008746,               0.008746,               0.008746
                     41,                 1.2358,                  1.359,                 1.0373,                0.22219,                0.30206,                0.19687,                0.11401,                 1.6241,                 1.0055,                0.94267,               0.008713,               0.008713,               0.008713
                     42,                 1.2246,                 1.3592,                 1.0347,                0.17269,                0.34979,                0.18866,                0.10935,                 1.6108,                 1.0073,                0.93928,                0.00868,                0.00868,                0.00868
                     43,                 1.2274,                  1.358,                 1.0353,                0.35623,                0.28842,                0.24622,                0.14835,                 1.5917,                 1.0057,                0.93291,               0.008647,               0.008647,               0.008647
                     44,                 1.2203,                 1.3581,                 1.0333,                0.22827,                0.31145,                0.22479,                0.13186,                 1.6167,                 1.0534,                 0.9393,               0.008614,               0.008614,               0.008614
                     45,                 1.2305,                 1.3478,                 1.0352,                0.30635,                0.27831,                0.25796,                0.16089,                 1.5889,                 1.0224,                0.93625,               0.008581,               0.008581,               0.008581
                     46,                 1.2127,                 1.3444,                 1.0316,                0.39805,                0.17108,                0.23334,                0.13962,                 1.6021,                 1.0173,                0.93604,               0.008548,               0.008548,               0.008548
                     47,                 1.2179,                 1.3348,                 1.0323,                0.24996,                0.32669,                0.23086,                0.13622,                 1.6098,                 1.0119,                 0.9383,               0.008515,               0.008515,               0.008515
                     48,                  1.215,                 1.3418,                 1.0347,                0.18995,                0.20934,                0.19513,                0.11599,                 1.5915,                 1.0143,                0.93565,               0.008482,               0.008482,               0.008482
                     49,                 1.2213,                 1.3459,                 1.0306,                0.28592,                0.28688,                0.23351,                0.14845,                 1.6003,                 1.0092,                0.93685,               0.008449,               0.008449,               0.008449
                     50,                 1.2098,                 1.3229,                 1.0291,                 0.2861,                0.28317,                0.23423,                0.14467,                 1.5858,                 1.0087,                0.93398,               0.008416,               0.008416,               0.008416
                     51,                 1.2119,                 1.3326,                 1.0317,                0.19629,                0.31555,                  0.199,                0.11765,                 1.5893,                0.99744,                0.93274,               0.008383,               0.008383,               0.008383
                     52,                 1.2131,                 1.3318,                 1.0323,                0.32319,                 0.2904,                 0.2373,                0.14143,                 1.5916,                 1.0017,                0.93513,                0.00835,                0.00835,                0.00835
                     53,                 1.2057,                 1.3337,                 1.0293,                0.27469,                0.30067,                0.24714,                0.15017,                 1.5898,                 1.0162,                0.93621,               0.008317,               0.008317,               0.008317
                     54,                 1.2039,                 1.3208,                 1.0293,                 0.3107,                0.33445,                0.25539,                0.16531,                 1.5809,                0.98639,                  0.933,               0.008284,               0.008284,               0.008284
                     55,                 1.2075,                  1.328,                 1.0334,                0.28444,                0.32327,                0.23739,                0.14336,                 1.5987,                0.97944,                0.93808,               0.008251,               0.008251,               0.008251
                     56,                 1.1958,                 1.3316,                 1.0283,                0.18491,                0.25783,                0.21217,                0.13052,                 1.5862,                 1.0167,                0.93427,               0.008218,               0.008218,               0.008218
                     57,                 1.2102,                   1.33,                 1.0298,                0.21245,                0.30167,                0.20652,                0.12711,                 1.5907,                 1.0088,                 0.9363,               0.008185,               0.008185,               0.008185
                     58,                  1.204,                 1.3136,                 1.0272,                0.21583,                0.32279,                0.23736,                 0.1428,                 1.5919,                 1.0014,                0.93577,               0.008152,               0.008152,               0.008152
                     59,                 1.2003,                 1.3185,                 1.0245,                0.30078,                  0.231,                0.23408,                0.14226,                 1.5887,                 1.0114,                0.93641,               0.008119,               0.008119,               0.008119
                     60,                 1.1981,                 1.3191,                 1.0242,                0.26851,                0.29566,                0.25078,                0.15225,                 1.5682,                0.98068,                0.93085,               0.008086,               0.008086,               0.008086
                     61,                 1.1985,                 1.3083,                 1.0246,                0.24728,                0.33406,                0.23939,                0.14425,                 1.5728,                  0.991,                0.92881,               0.008053,               0.008053,               0.008053
                     62,                  1.197,                 1.3101,                 1.0273,                 0.2729,                0.31006,                0.24335,                0.14449,                 1.5693,                0.98822,                0.92816,                0.00802,                0.00802,                0.00802
                     63,                 1.1933,                  1.304,                 1.0267,                0.23905,                0.31834,                0.24531,                0.14724,                 1.5773,                0.99731,                0.93023,               0.007987,               0.007987,               0.007987
                     64,                  1.201,                  1.306,                 1.0229,                0.23825,                 0.3061,                0.24453,                0.14951,                 1.5656,                0.98743,                0.92898,               0.007954,               0.007954,               0.007954
                     65,                 1.1888,                 1.3037,                 1.0282,                0.24811,                0.33006,                 0.2495,                0.15411,                 1.5673,                0.98158,                0.92785,               0.007921,               0.007921,               0.007921
                     66,                 1.1756,                 1.3026,                 1.0209,                0.26691,                0.31419,                  0.248,                0.15162,                 1.5464,                0.98143,                0.92438,               0.007888,               0.007888,               0.007888
                     67,                 1.1931,                 1.3095,                 1.0242,                0.27736,                0.33083,                 0.2484,                0.15367,                 1.5451,                0.97302,                0.92509,               0.007855,               0.007855,               0.007855
                     68,                 1.1881,                 1.2972,                  1.021,                0.24781,                0.32863,                0.21882,                 0.1337,                  1.546,                0.97303,                0.92542,               0.007822,               0.007822,               0.007822
                     69,                  1.187,                 1.2973,                 1.0255,                0.26527,                 0.3245,                0.22071,                0.13088,                 1.5475,                0.97489,                0.92396,               0.007789,               0.007789,               0.007789
                     70,                 1.1839,                  1.296,                 1.0196,                0.26459,                0.31339,                0.25107,                0.15768,                 1.5558,                 0.9698,                0.92598,               0.007756,               0.007756,               0.007756
                     71,                 1.1853,                 1.3034,                 1.0274,                0.25647,                0.33221,                0.21678,                0.13157,                 1.5587,                 0.9733,                0.92391,               0.007723,               0.007723,               0.007723
                     72,                 1.1847,                 1.2985,                 1.0243,                0.21793,                0.33844,                0.20643,                0.11925,                 1.5568,                0.97491,                0.92224,                0.00769,                0.00769,                0.00769
                     73,                 1.1823,                 1.2882,                 1.0203,                0.20219,                0.32159,                0.19626,                  0.113,                 1.5556,                0.97196,                 0.9246,               0.007657,               0.007657,               0.007657
                     74,                 1.1846,                 1.2962,                 1.0233,                0.28192,                0.32434,                0.25318,                0.15896,                 1.5595,                0.96366,                0.92447,               0.007624,               0.007624,               0.007624
                     75,                  1.181,                 1.2874,                 1.0189,                0.24703,                0.33853,                0.25497,                 0.1533,                 1.5495,                 0.9663,                0.92203,               0.007591,               0.007591,               0.007591
                     76,                 1.1839,                 1.2855,                 1.0216,                0.33641,                0.33806,                 0.2577,                0.15595,                 1.5554,                0.96537,                 0.9247,               0.007558,               0.007558,               0.007558
                     77,                 1.1816,                 1.2917,                 1.0196,                0.31947,                0.33387,                0.25662,                0.15605,                 1.5539,                0.96601,                0.92857,               0.007525,               0.007525,               0.007525
                     78,                 1.1813,                 1.2895,                 1.0175,                0.32433,                0.31745,                0.26139,                0.16186,                  1.557,                0.96656,                0.92953,               0.007492,               0.007492,               0.007492
                     79,                 1.1798,                   1.28,                 1.0223,                0.25095,                0.34834,                0.25249,                0.15186,                 1.5523,                0.96199,                0.92599,               0.007459,               0.007459,               0.007459
                     80,                 1.1719,                 1.2804,                 1.0191,                0.23694,                0.36016,                0.21903,                0.13073,                   1.56,                0.96638,                0.92882,               0.007426,               0.007426,               0.007426
                     81,                 1.1774,                  1.276,                 1.0227,                0.21698,                0.34006,                0.25455,                0.15215,                 1.5565,                0.97091,                0.92758,               0.007393,               0.007393,               0.007393
                     82,                 1.1662,                 1.2857,                 1.0188,                0.28838,                0.32465,                0.25616,                0.16053,                  1.556,                0.97469,                0.92814,                0.00736,                0.00736,                0.00736
